index,word,x,y,cluster,remove
3705,lead_actor,5.1643376,6.681892,39,
32,actor,5.166726,6.681644,39,
3841,counterpart,-1.0008894,6.6777115,49,
2449,courage,1.1499237,6.676484,6,
1559,rest_cast,5.166721,6.6763635,39,
3047,furthermore,-1.5626565,6.676081,8,
2697,concerned,-0.9308519,6.671614,49,
2750,stinker,-3.910158,6.6710663,38,
617,treat,-0.9650968,6.6700063,49,
722,unlike,-1.2237089,6.669348,8,
50,real,-2.6182995,6.6660028,8,
2497,imply,-1.5566595,6.6619673,8,
1624,reflect,0.28870133,6.660167,49,
2200,horror_flick,2.8870432,6.6591425,52,
3246,detailed,-0.453288,6.657041,49,
2865,evident,-0.8314122,6.6568255,49,
73,horror,2.875308,6.6567774,52,
2627,support_role,5.2276587,6.653822,39,
1716,depiction,0.6717441,6.6475897,6,
869,purpose,-1.8856363,6.644586,8,
3795,exorcist,2.7965853,6.6411915,52,
2572,actor_actress,5.184302,6.638466,39,
2416,hammer,2.7557893,6.637914,52,
3476,grudge,2.7536702,6.637158,52,
3234,illustrate,0.20685875,6.634958,49,
1332,loss,1.3414643,6.634443,6,
3290,solely,-1.7047179,6.6340437,8,
620,struggle,1.1588056,6.6331325,6,
2578,dominate,0.5397224,6.6310344,6,
3029,responsibility,1.2088798,6.6308794,6,
974,slasher,2.8871152,6.630667,52,
1211,hitchcock,3.3008919,6.6304345,47,
2541,horror_fan,2.8835027,6.6284947,52,
3120,secondly,-2.0212433,6.628114,8,
1574,halloween,2.8336058,6.6254635,52,
184,sort,-2.9891064,6.625355,8,
3231,small_role,5.2660193,6.6217394,39,
125,instead,-3.2398572,6.621397,8,
3851,blair_witch,-2.311468,6.6200953,8,
3859,clash,0.34646583,6.6177373,49,
2011,equal,-1.4687487,6.616793,8,
2096,sake,-2.3857143,6.613832,8,
3282,miracle,1.3487537,6.6126757,6,
542,detail,-0.43277612,6.6110997,49,
1573,formula,-0.085085645,6.6107974,49,
3770,friday_th,2.8275037,6.609523,52,
2490,miscast,5.1335607,6.606936,39,
1728,development,-0.6727464,6.6019845,49,
1226,cult,2.8004994,6.601981,52,
452,filmmaker,-2.221654,6.6010003,8,
3543,father_son,1.2598808,6.5979915,6,
2342,lead_role,5.2394166,6.597762,39,
1956,directly,-1.3973066,6.5969434,8,
60,fact,-2.1742907,6.5957913,8,
3094,primarily,-0.36298156,6.5950503,49,
2593,cast_member,5.2751393,6.59389,39,
85,kind,-3.0261354,6.5911036,8,
2529,closely,-0.737194,6.590875,49,
3836,friendhip,1.293583,6.5851617,6,
2905,convention,0.15637946,6.584388,49,
2207,depend,-1.673968,6.5841875,8,
1507,context,-0.019848906,6.584154,49,
387,dream,1.5859332,6.5813465,48,
2071,making,-2.7588823,6.579756,8,
800,sick,2.135882,6.575402,48,
3219,cope,1.2409154,6.5698724,6,
838,impossible,-2.778611,6.56771,8,
153,simply,-2.9581242,6.5654044,8,
2444,scarecrow,2.777218,6.5637393,52,
29,make,-2.9223845,6.563507,8,
3089,icon,2.6804106,6.563368,52,
1550,friendship,1.3066987,6.560427,6,
3714,plight,1.1164802,6.56004,6,
2313,ideal,0.650114,6.5586586,6,
1375,humanity,1.1385468,6.5577846,6,
1889,hype,-3.9916694,6.5570726,38,
3575,understandable,-1.616457,6.5543823,8,
53,role,5.1286273,6.553451,39,
2327,freddy,2.8489418,6.5501237,52,
2265,extent,-1.7974536,6.5483813,8,
1347,dare,-2.7156272,6.546039,8,
3178,giallo,3.1296058,6.5439153,52,
2731,concentrate,-0.48402134,6.5397363,49,
3510,argento,3.1910615,6.539328,52,
3003,hatred,1.1842842,6.5393,6,
3971,polanski,3.3075392,6.5390544,47,
1816,identify,-1.1462923,6.5384088,8,
842,familiar,-1.0018775,6.5371857,8,
1183,cameo,5.3699336,6.527643,39,
3885,murder_mystery,3.44191,6.5273542,47,
3933,gandhi,0.9195696,6.5241194,6,
638,project,-2.0574286,6.5234013,8,
1099,vision,-1.5733025,6.5225625,8,
3920,herzog,0.1860604,6.521774,49,
30,life,1.4085257,6.5213966,6,
764,feel_like,-3.434964,6.518897,25,
931,wow,-4.285563,6.5148263,38,
500,interest,-1.8137137,6.513468,8,
487,similar,-1.0567113,6.507708,8,
3916,inaccurate,-0.06004046,6.4959693,49,
833,handle,-0.48789692,6.49159,49,
324,present,-0.05269444,6.4893513,49,
3500,qualify,-2.5221546,6.4887676,8,
168,involve,-0.575322,6.487923,49,
497,producer,-1.9477348,6.485937,8,
439,prove,-0.72837853,6.4829473,49,
1171,represent,0.57034886,6.481309,6,
1032,historical,0.009771955,6.4792156,49,
3091,completely_different,-0.88197255,6.4781084,49,
972,desire,1.7214079,6.4753227,48,
3485,divide,0.035980254,6.4744854,49,
3027,bash,-3.5620446,6.472118,25,
33,work,-1.9259926,6.470886,8,
2672,ambitious,-1.2885892,6.469146,8,
16,way,-2.9756749,6.4690094,8,
2101,necessarily,-1.4397159,6.4677978,8,
1508,superior,-1.4402899,6.4668813,8,
39,lot,-3.2279384,6.46675,25,
3069,relevant,-0.043232836,6.4656873,49,
2555,employ,-0.4808038,6.4656296,49,
2162,significant,0.047057487,6.4646974,49,
2996,lust,1.6938931,6.4639683,48,
1258,maker,-2.337055,6.46185,8,
2533,fulci,3.0812938,6.460544,52,
3115,duo,4.358805,6.456693,44,
135,understand,-1.7938722,6.45541,8,
1689,shape,1.5607303,6.454761,48,
1810,sacrifice,1.5964031,6.4542594,48,
1537,ordinary,0.72772676,6.451077,6,
675,real_life,0.09823965,6.4494414,49,
3950,tenant,3.2916265,6.4470663,47,
3267,resemblance,-1.0746661,6.445894,8,
2340,specific,-0.025450386,6.444056,49,
341,career,5.4772573,6.4425716,39,
3804,liberty,0.5686179,6.4421563,6,
2278,co_star,5.4868107,6.441825,39,
3757,dud,-3.67353,6.441013,25,
1185,fault,-2.5885127,6.440141,8,
411,possible,-2.382046,6.433685,8,
320,obviously,-1.847377,6.4324913,8,
3127,oh_yeah,-4.5161853,6.4323516,38,
1678,object,1.7770262,6.4321632,48,
534,general,-1.3542888,6.4318056,8,
3618,oh_god,-4.4304276,6.428983,38,
1516,accurate,0.056719076,6.4286923,49,
2032,multiple,-0.81466347,6.4281163,49,
3573,neglect,-1.252244,6.425661,8,
979,concern,-0.3486444,6.425081,49,
2790,symbolism,0.74525666,6.423681,6,
1575,confused,-2.9209123,6.420489,8,
1213,film_maker,-2.2470791,6.42028,8,
64,star,5.455997,6.4184837,39,
1277,necessary,-0.87442344,6.4145083,49,
2921,function,-1.2052343,6.41436,8,
3068,trio,4.2630844,6.41372,44,
2325,innocence,1.6967973,6.4131517,48,
2052,accomplish,-0.7695851,6.4063888,49,
1162,fool,-3.6745472,6.4050565,25,
310,matter,-2.7949708,6.403025,8,
1885,treatment,-1.3437494,6.402085,8,
2232,properly,-1.2010968,6.3981256,8,
2751,ed_wood,-3.0740101,6.397335,8,
1763,forgive,-2.6226704,6.39625,8,
2981,grasp,0.35329226,6.391694,49,
2565,construct,-0.4856421,6.390508,49,
1978,revolve,-0.43353432,6.3900003,49,
1125,decision,-2.6533682,6.389993,8,
3186,james_bond,4.943405,6.3855515,39,
3180,embrace,1.644635,6.3850718,48,
3832,perceive,0.67867047,6.379419,6,
277,history,-0.15228371,6.3791566,49,
3411,tackle,0.2226776,6.378235,49,
602,difficult,-1.6580666,6.3766785,8,
3912,sean_connery,4.983982,6.375851,39,
1547,point_view,0.0892049,6.374197,49,
1619,improve,-2.6454368,6.373834,8,
3025,affection,1.9213811,6.369399,48,
2604,carefully,-0.562316,6.3672647,49,
3080,communicate,-0.53240424,6.3653812,49,
408,important,0.07002849,6.3606877,49,
2836,huh,-4.5094147,6.359304,38,
322,oh,-4.465673,6.3592806,38,
127,different,-0.88505065,6.355841,49,
2268,apply,-1.1205608,6.355564,8,
3369,philosophical,0.7972677,6.3541517,6,
161,mind,-2.7970655,6.353683,8,
3986,nope,-4.489249,6.3530893,38,
3168,splatter,2.8718076,6.3475933,52,
179,care,-2.7167222,6.3470254,8,
653,sorry,-3.7413995,6.3457975,25,
1113,yeah,-4.4690075,6.344658,38,
163,suppose,-3.23161,6.343767,25,
2028,massacre,2.7151763,6.34241,52,
1194,bond,4.9571795,6.3406763,39,
1523,intention,-2.0735545,6.34062,8,
798,relate,-0.15699565,6.3403764,49,
2887,ah,-4.4659653,6.3398128,38,
751,mistake,-2.7816458,6.338922,8,
3790,firstly,-2.5427992,6.338228,8,
3893,uh,-4.477842,6.337455,38,
868,chemistry,5.118877,6.336683,39,
3972,blah,-4.5118165,6.3361225,38,
3989,blah_blah,-4.5184026,6.3337274,38,
3204,lol,-4.4496174,6.331865,38,
2328,oppose,0.58130825,6.330335,6,
1019,achieve,-0.7989439,6.3277774,49,
2229,columbo,3.6162803,6.326874,47,
295,actress,5.1231055,6.321098,39,
2513,successfully,-0.8782064,6.3185453,49,
3787,hello,-4.467474,6.31558,38,
981,damn,-3.9745138,6.3155246,38,
899,succeed,-0.84472245,6.314045,49,
1659,gon_na,-4.4217525,6.31172,38,
1805,argue,-1.2467961,6.3086042,8,
1960,swear,-4.3492002,6.3008413,38,
2360,regardless,-1.7176628,6.300677,8,
615,describe,-3.4679415,6.2979627,25,
200,human,1.1707559,6.2973223,6,
1298,regard,-1.5603976,6.294841,8,
95,reason,-2.5012095,6.2947583,8,
957,hey,-4.372292,6.2930155,38,
62,world,1.0398107,6.291563,6,
292,deal,-0.2936872,6.2915044,49,
2805,less,-1.8074799,6.291501,8,
3865,connery,4.9849267,6.291189,39,
443,easy,-1.9241695,6.2907343,8,
2173,basis,-0.102280565,6.289717,49,
690,exist,-0.09989952,6.2887344,49,
38,feel,-1.9042001,6.2878838,8,
2290,wanna,-4.437461,6.286373,38,
76,mean,-3.3701239,6.285969,25,
727,attention,-1.9975832,6.2859354,8,
2540,get_ta,-4.4389553,6.284121,38,
3371,davy,5.7717376,6.282291,42,
1390,perspective,0.3365329,6.280522,49,
612,possibly,-3.0413995,6.2791166,25,
3579,cleverly,-0.40966025,6.2784967,49,
2938,transformation,1.3026742,6.2773485,6,
3394,eastwood,3.8074472,6.275835,47,
3200,depression,1.4532291,6.2753882,6,
1428,rank,-2.5544755,6.274856,8,
584,feeling,-1.905638,6.2744603,8,
1478,account,-0.005578891,6.273184,49,
2960,ya,-4.4270387,6.27302,38,
21,thing,-3.1844878,6.2717404,25,
2196,russell,5.761764,6.269104,42,
137,hard,-2.2000852,6.2666497,8,
453,seriously,-3.297925,6.261818,25,
2857,alter,-0.124053426,6.2617235,49,
959,common,0.4687142,6.2615705,49,
942,nt,-4.265229,6.2603774,38,
1066,individual,0.73156893,6.2599325,6,
1971,environment,1.0533139,6.259844,6,
1433,connect,-0.52578664,6.2581854,49,
1893,merit,-2.3187668,6.257671,8,
805,successful,-1.2000405,6.2569337,8,
35,try,-3.1346579,6.25606,25,
2033,method,-0.6383703,6.2525253,49,
3637,betrayal,1.4869685,6.2515864,6,
3683,appreciation,-2.4802375,6.249756,8,
2369,greatly,-2.4852378,6.2471004,8,
1365,grace,5.0708117,6.246247,39,
3350,pattern,-0.49870807,6.246166,49,
360,hell,-4.0617995,6.245924,38,
2110,fred,6.5076113,6.2457333,42,
2823,similarity,-1.1181127,6.2452493,8,
3917,perception,0.7222643,6.245054,6,
3722,loosely,-0.22411427,6.2446847,49,
2606,everyday,0.9975015,6.242789,6,
3233,etc_etc,-4.37638,6.241995,38,
2628,uncomfortable,-1.9590107,6.2406545,8,
44,actually,-3.1914032,6.2397923,25,
2304,obsession,2.0398085,6.2387238,48,
227,yes,-3.6247432,6.23817,25,
27,well,-3.0353174,6.2377815,25,
68,need,-2.837322,6.236478,8,
3727,loyalty,1.2580084,6.234726,6,
1247,worthy,-2.5569797,6.2319303,8,
1468,tell_story,-0.08792092,6.2293324,49,
240,base,-0.12606058,6.2279015,49,
2631,lloyd,6.559897,6.2272315,42,
2976,base_true,0.011970776,6.2268763,49,
2414,true_story,0.036139533,6.22214,49,
3308,principle,0.4029824,6.22033,49,
2188,gruesome,2.7331693,6.2196717,52,
670,nature,1.0472767,6.2179074,6,
444,clearly,-1.3523971,6.217725,8,
372,reality,1.0590183,6.215751,6,
1618,insight,0.28334424,6.212898,49,
3502,careful,-0.68368644,6.209272,49,
3421,evolve,0.20626421,6.207919,49,
1501,gory,2.8326364,6.2066875,52,
3161,documantary,0.12779528,6.2064805,49,
2423,keaton,4.7240047,6.2063026,39,
3033,comfortable,-2.033757,6.204901,8,
1274,harry,6.6229205,6.203783,42,
3361,robinson,6.681115,6.20364,42,
2726,forgot,-3.8963273,6.2029486,38,
3174,alternative,-0.1539794,6.20217,49,
130,problem,-0.5861606,6.2009463,49,
440,gore,2.9066234,6.200487,52,
3798,compel,-1.8769981,6.1996756,8,
1020,surely,-2.4266787,6.1961155,8,
402,documentary,0.15181038,6.195169,49,
1891,living,1.4082983,6.1944594,6,
776,value,-1.653766,6.1939297,8,
3237,document,0.116392784,6.193839,49,
3193,metaphor,0.8401051,6.193132,6,
1799,task,-0.7267743,6.1925406,49,
2587,roy,6.705543,6.192249,42,
3992,real_world,1.1982659,6.191274,6,
81,live,1.4978566,6.1879196,6,
1444,pretend,-3.14671,6.186591,25,
2752,origin,-0.863323,6.184237,49,
3526,clint_eastwood,3.8752596,6.1837783,47,
3913,yep,-4.129862,6.1795473,38,
2191,transform,1.3441085,6.177983,6,
146,change,-0.6805193,6.1770463,49,
1664,pity,-2.6309597,6.1764073,8,
270,viewer,-1.9346184,6.1757016,8,
850,difference,-0.7288553,6.1752996,49,
591,george,6.592393,6.1752124,42,
2915,alike,-1.3038405,6.1680336,8,
1187,challenge,0.5441781,6.165548,49,
688,personal,0.46106833,6.163417,49,
3995,dirty_harry,3.8535879,6.16338,47,
3160,examine,0.12781064,6.1619725,49,
3667,exploration,0.36753204,6.1606946,49,
2330,fictional,-0.015283294,6.156696,49,
2103,nonetheless,-2.739967,6.155078,8,
2108,pay_attention,-3.335121,6.1506047,25,
335,surprise,-3.0258124,6.1495275,25,
2343,thumb,-3.116266,6.1492543,25,
3217,symbol,0.6993396,6.1486487,6,
477,easily,-2.688353,6.147704,8,
3684,expand,0.2810787,6.147497,49,
3031,morality,1.0306065,6.146872,6,
2595,importance,0.335503,6.145894,49,
1157,fully,-1.0002303,6.1413465,49,
3709,cruelty,1.2848064,6.139499,6,
3603,francis,6.713637,6.139021,42,
3309,option,-2.1706932,6.1378474,8,
2808,understanding,0.33715576,6.13734,49,
600,shame,-2.5531259,6.1358247,8,
1447,root,-2.1243706,6.1355324,8,
263,able,-0.9615849,6.1354814,49,
3689,travesty,-2.516873,6.134428,8,
1146,explore,0.20670965,6.1329317,49,
715,respect,-1.7337257,6.1317525,8,
2130,fiction,-0.000768127,6.131745,49,
1203,bloody,2.769962,6.1301966,52,
3565,acknowledge,-1.5423783,6.12946,8,
3191,poverty,1.4612089,6.1283383,6,
554,subject,0.16617131,6.1277924,49,
513,choose,-0.721036,6.1259174,49,
3919,love_hate,-2.155801,6.1246614,8,
763,potential,-1.4894948,6.1233344,8,
3245,ward,6.51568,6.121191,42,
1700,professor,6.7448144,6.1185427,42,
1662,apparent,-0.8508203,6.118354,49,
2045,davis,6.029176,6.1178885,42,
1409,don,6.710212,6.1173315,42,
3005,out,3.8671234,6.1162133,47,
551,notice,-3.3518069,6.1156607,25,
2046,hall,6.443938,6.114756,42,
999,impression,-2.6488478,6.114505,8,
11,person,-3.2982073,6.1137085,25,
3468,favour,-2.0541842,6.113163,8,
1263,rarely,-2.4555335,6.111366,8,
2287,controversial,0.06956065,6.106499,49,
1141,process,-0.59655774,6.1045494,49,
1110,charles,6.643072,6.1010756,42,
1663,freedom,0.7813591,6.098137,6,
2030,associate,-1.3965195,6.097277,8,
1578,alan,6.511306,6.089381,42,
107,view,-1.9513608,6.0872817,8,
0,movie,-3.294896,6.0860167,25,
2066,exploit,-1.2235572,6.083749,8,
2850,philosophy,1.0424259,6.079312,6,
1562,unable,-0.66626066,6.079173,49,
1724,expose,-1.0792527,6.0790834,49,
2402,walter,6.4517846,6.0788283,42,
148,true,-2.3070762,6.07759,8,
1651,heck,-3.7951732,6.0771065,38,
170,wrong,-3.4376173,6.076174,25,
1992,allen,6.608457,6.0761633,42,
853,william,6.7452803,6.075101,42,
2353,strongly,-1.8106469,6.0746746,8,
965,moral,1.0860583,6.071123,6,
1128,recognize,-1.2842102,6.070677,8,
1880,majority,-2.1889474,6.070213,8,
2732,mitchell,6.5900216,6.068937,42,
12,think,-3.5034597,6.068617,25,
2316,hard_believe,-3.0443928,6.0676513,25,
3883,testament,-2.2689924,6.0655527,8,
3769,shaw,6.7322755,6.0632057,42,
2274,parallel,0.034690626,6.0619216,49,
108,audience,-2.0378003,6.060889,8,
573,bother,-3.3420331,6.059942,25,
385,allow,-0.6600821,6.0590067,49,
1216,connection,-0.4030346,6.055328,49,
3238,ought,-2.4768908,6.051542,8,
3979,make_wonder,-3.3295655,6.049646,25,
217,consider,-2.6897554,6.0473137,8,
434,form,1.0663055,6.047083,6,
361,deserve,-2.54957,6.0458593,8,
1069,frank,6.581746,6.044709,42,
1335,jr,6.736551,6.0432734,42,
2251,gordon,6.8027563,6.0429335,42,
1633,veteran,6.699001,6.042899,42,
3227,dimension,0.27134427,6.0408382,49,
1653,complain,-3.2852333,6.0404463,25,
196,create,0.007027125,6.040099,49,
2837,pal,6.6918597,6.03657,42,
3419,potentially,-1.2909191,6.036154,8,
3931,come_mind,-3.190829,6.0347857,25,
936,honestly,-3.5335033,6.034641,25,
2662,notion,1.0713035,6.0344267,6,
2661,curiosity,-2.0481982,6.0344014,8,
99,far,-2.7571912,6.033641,8,
3469,jeffrey,6.806742,6.031838,42,
3287,select,-0.62361914,6.031098,49,
471,doubt,-2.5018554,6.0309353,8,
314,hate,-3.4177876,6.027796,25,
455,thought,-3.3608594,6.0274973,25,
100,sure,-3.3698633,6.025814,25,
1538,existence,0.89339375,6.0236335,6,
1695,larry,6.7323403,6.0216494,42,
2795,elaborate,-0.52525514,6.021604,49,
1331,martin,6.725299,6.0179977,42,
856,honest,-3.4668212,6.013542,25,
1588,gain,-0.69279027,6.0119658,49,
3403,edgar,6.682363,6.011071,42,
205,guess,-3.4313924,6.010743,25,
557,dr,6.8173714,6.0041375,42,
2084,relation,0.47254333,6.0025716,49,
93,probably,-3.2249906,5.998173,25,
839,worth_watch,-3.1885724,5.9963465,25,
3333,todd,6.870025,5.995144,42,
1159,ray,6.836728,5.994934,42,
2861,spiritual,1.1052326,5.9943414,6,
109,expect,-3.283268,5.992926,25,
3847,blake,6.6615376,5.9926205,42,
3728,recognition,-2.3227265,5.992514,8,
1598,execute,-0.8697453,5.986328,49,
1,film,-2.6458344,5.985676,8,
216,experience,-2.0739176,5.9844933,8,
3749,greed,1.2851592,5.983046,6,
919,likely,-1.9265277,5.980041,8,
3,like,-3.4087234,5.9785047,25,
1325,praise,-2.6199696,5.9781384,8,
3474,conceive,-0.58815086,5.975779,49,
3001,nod,6.4570665,5.9734507,42,
47,say,-3.416396,5.9729414,25,
958,scott,6.740259,5.9715743,42,
3257,burton,6.489506,5.9683304,42,
1771,edward,6.691372,5.967283,42,
1253,anybody,-3.4420638,5.9671674,25,
418,one,-3.1404476,5.9658356,25,
1994,joseph,6.736076,5.964718,42,
92,believe,-3.3854513,5.9631386,25,
1902,execution,-0.93483955,5.9580894,49,
1950,stephen,6.8479795,5.956884,42,
2564,intent,-0.9064578,5.9509373,49,
1673,scenario,-0.86249405,5.946348,49,
1016,blame,-2.0338154,5.94336,8,
307,situation,-0.34310937,5.9416747,49,
1754,bruce,6.839995,5.937035,42,
451,imagine,-3.0932996,5.9363756,25,
817,receive,-2.6188662,5.936036,8,
2760,lawrence,6.7714562,5.935512,42,
789,peter,6.7309313,5.9350905,42,
407,exactly,-3.3418148,5.9322376,25,
116,maybe,-3.397766,5.9316835,25,
945,design,-0.33889702,5.931125,49,
210,wonder,-3.1732128,5.9282904,25,
242,john,6.721385,5.9266653,42,
2547,douglas,6.4773626,5.9257693,42,
1589,lewis,6.7467203,5.924561,42,
246,mr,6.4458904,5.9242787,42,
872,normal,0.54673964,5.9239593,49,
3634,ralph,6.437193,5.9198313,42,
1879,intellectual,0.7670844,5.918712,49,
2447,flop,-2.4075513,5.918376,8,
3778,slash,2.7184405,5.916175,19,
3751,bernard,6.6793528,5.9151144,42,
3030,ron,6.7394567,5.9142647,42,
1739,topic,0.42826238,5.9125257,49,
933,intend,-1.3795418,5.9119377,8,
2271,feel_sorry,-2.0999365,5.910418,8,
524,issue,0.5288873,5.9054217,49,
275,fail,-1.5090344,5.9052157,8,
1130,anymore,-3.4648838,5.9044313,25,
1418,prefer,-2.7348683,5.904101,58,
1785,williams,6.4863625,5.9020467,42,
2072,cruel,2.330918,5.899206,19,
3241,kubrick,-2.2368248,5.8982387,8,
3620,mario,7.089068,5.8949156,42,
219,certainly,-2.774405,5.8940363,58,
3455,trashy,3.0348058,5.8888397,3,
683,thinking,-3.3516002,5.8879786,25,
1743,exploitation,3.0638382,5.884059,3,
558,robert,6.5951734,5.8840337,42,
2603,assure,-1.3357713,5.8830137,8,
1521,commentary,-0.15066607,5.882265,49,
1221,afraid,-3.2347875,5.88209,25,
2881,gene,6.186964,5.8815103,42,
2413,deny,-0.7232665,5.8813353,49,
1385,responsible,-1.7132422,5.8739867,8,
2257,simon,6.920475,5.8739247,42,
494,western,5.67064,5.8726206,42,
3814,lincoln,5.809662,5.8719087,42,
2432,discovery,0.507803,5.8699746,49,
1970,proud,-1.8017242,5.869835,8,
3882,atrocity,1.5564591,5.86904,6,
1881,unfortunate,-1.7190517,5.8653927,8,
1438,aware,-1.3068851,5.8640175,8,
2056,goal,0.54920757,5.861938,49,
3978,john_ford,5.741524,5.861798,42,
2563,ve,-3.467628,5.8610406,25,
2889,tame,2.8106542,5.8606386,19,
167,attempt,-1.3866012,5.8606052,8,
1374,brown,6.273876,5.858823,42,
3413,john_wayne,5.750572,5.8580275,42,
2875,definite,-2.8369443,5.857867,58,
1445,pleasure,-2.468623,5.8575883,8,
2735,oliver,6.336375,5.8563895,42,
1353,aim,-1.6153157,5.855876,8,
3230,von,7.071327,5.85511,42,
654,paul,6.7630625,5.851803,42,
1871,possibility,0.45604637,5.8515735,49,
3811,bravo,6.064146,5.85106,42,
14,know,-3.3875682,5.847038,25,
1943,ford,5.8162594,5.846098,42,
1986,creation,0.065256976,5.8448753,49,
2104,address,0.2592458,5.843256,49,
1679,side,0.84366363,5.8427286,49,
3300,ian,6.507742,5.8418775,42,
476,clear,-0.8538766,5.841116,49,
537,mark,6.550512,5.8401685,42,
2352,cowboy,5.6786413,5.837762,42,
98,let,-3.3598084,5.8376684,25,
374,opinion,-3.1990364,5.8374343,25,
2709,difficulty,0.4352238,5.8370523,49,
3943,james_stewart,5.864402,5.8369346,42,
756,sadly,-2.2518632,5.836782,8,
2154,anthony,6.618476,5.833299,42,
1949,louis,7.071912,5.832585,42,
3929,mann,5.762714,5.8282304,42,
3044,debate,0.2094501,5.8261704,49,
1504,stewart,6.020891,5.8226523,42,
2029,love_interest,5.2536235,5.822415,42,
3720,sleaze,3.125636,5.8214517,3,
3354,crucial,-0.5782143,5.8213935,49,
1802,underrated,-2.6562521,5.8204827,58,
618,truth,0.43714434,5.819553,49,
2819,notorious,-1.4217952,5.819392,8,
3812,seldom,-2.6194806,5.8173146,58,
2599,caricature,1.1074207,5.816269,6,
2674,infamous,-1.3731157,5.8155375,8,
1654,discuss,0.23713578,5.8133388,49,
2118,cultural,0.97528213,5.812089,6,
2720,obscure,-1.8533078,5.8117332,8,
3801,widely,-1.5320745,5.8101473,8,
3049,ambition,0.42130393,5.809961,49,
1957,stereotypical,1.102567,5.8098354,6,
2462,discussion,0.24411634,5.8087974,49,
2521,jonathan,6.863575,5.8085146,42,
431,self,0.79441565,5.806445,49,
2368,wayne,5.8179493,5.8060813,42,
569,society,1.1430827,5.806066,6,
623,appreciate,-2.8042085,5.8035765,58,
3880,compromise,-0.80884,5.801673,49,
506,agree,-3.3582768,5.800607,25,
3167,reed,6.267976,5.7985287,42,
900,interview,-0.28262272,5.798366,49,
72,right,-3.271332,5.7953296,25,
1322,somebody,-3.328573,5.7927465,25,
2354,roger,6.226251,5.787847,42,
935,stereotype,1.12217,5.7877264,6,
2942,contrary,-1.1804956,5.780913,49,
1979,indie,-2.0673864,5.779976,8,
1742,obsess,2.4173748,5.7797136,19,
535,famous,-1.526841,5.776422,8,
2186,disagree,-3.535075,5.7736826,25,
1626,dislike,-3.5133765,5.770869,25,
3678,flynn,5.8471794,5.76889,42,
2927,pg,3.2370467,5.767946,3,
1382,belief,1.1976416,5.767748,6,
3533,apocalypse,-2.5165446,5.767507,58,
1948,mainstream,-2.0202415,5.766106,8,
3959,eugene,6.531832,5.765669,42,
3818,hyde,6.9599533,5.764709,42,
2964,alexander,6.217477,5.762742,42,
3640,ignorant,1.1153499,5.76143,6,
2131,screw,-3.0855215,5.760284,58,
2755,criticize,-3.5712843,5.7592697,25,
1257,independent,-2.011013,5.7591715,8,
31,want,-3.3568714,5.7591486,25,
614,james,6.5910983,5.758276,42,
419,message,0.8093285,5.758137,49,
1938,reputation,-1.8950509,5.757535,8,
3835,confidence,0.59509224,5.756058,49,
40,show,-2.9719908,5.7553186,58,
3239,leonard,6.8520107,5.7541895,42,
3398,doc,6.7340918,5.752821,42,
2461,hippie,1.7897903,5.7503285,6,
3011,hardcore,3.269598,5.749124,3,
2492,worth_see,-3.2160754,5.745131,25,
2471,pat,6.4975457,5.7439103,42,
952,nudity,3.249818,5.743531,3,
1296,porn,3.3005562,5.7431006,3,
3644,imitation,-2.706602,5.741533,58,
3547,soft_core,3.2990506,5.74048,3,
1008,conflict,0.73121536,5.7399197,49,
1599,religion,1.2330984,5.7394824,6,
2620,slaughter,2.5359855,5.7391696,19,
1533,howard,6.493286,5.737494,42,
938,recent,-2.5195193,5.737041,58,
1862,earn,-2.6140642,5.736934,58,
1089,industry,-1.9790244,5.7316036,8,
165,hollywood,-2.0368316,5.729052,8,
3731,derek,6.639773,5.7289605,42,
265,unfortunately,-1.852773,5.7277555,8,
911,hurt,-2.0307882,5.727078,8,
3827,montgomery,6.2408905,5.7251015,42,
2293,sleazy,2.7720654,5.7239957,19,
1814,moore,6.187577,5.7238784,42,
3297,prejudice,1.0086974,5.7234273,6,
3075,spielberg,-2.53634,5.723086,58,
1340,behavior,0.38986862,5.722249,49,
1261,religious,1.31655,5.7200484,6,
3610,matthau,5.379573,5.7191863,42,
395,result,-1.2881863,5.718142,8,
2080,justify,-0.70540285,5.715472,49,
1053,key,-0.585886,5.714571,49,
1555,target,-1.576108,5.7145023,8,
2971,porno,3.341384,5.713754,3,
1182,nasty,2.6684365,5.7128386,19,
2148,racism,1.029302,5.7116895,6,
493,david,6.832025,5.711262,42,
2677,behave,0.26629546,5.7109957,49,
400,violence,3.1119876,5.7104554,3,
3527,lou,6.7782874,5.7101703,42,
3939,claude,7.0252576,5.709723,42,
2153,sir,6.1620235,5.708521,42,
803,culture,1.07958,5.7080874,6,
916,positive,-3.7074664,5.707404,25,
2864,ken,7.030182,5.7062097,42,
393,compare,-2.6293945,5.705148,58,
1028,extreme,3.1308699,5.704212,3,
2078,racist,1.1205997,5.7040257,6,
1158,graphic,3.1228476,5.704025,3,
2258,gratuitous,3.262454,5.7034626,3,
1784,criticism,-3.7305112,5.7032857,25,
2852,kim,6.6456327,5.702596,42,
1062,ignore,-1.2928873,5.7023726,8,
930,innocent,2.4305573,5.700974,19,
2036,critical,-1.5837966,5.6963124,8,
3572,curtis,6.8508053,5.6960816,42,
896,social,1.0717517,5.692298,6,
3848,overrate,-2.8327038,5.6902156,58,
